date,open,high,low,close,volume
2019-12-02,21.959999999999997,22.425333333333334,21.912666666666667,22.324666666666666,6081986
2019-12-03,22.174666666666667,22.527333333333335,22.146,22.413333333333334,6613476
2019-12-04,22.516666666666666,22.524,22.19,22.201999999999998,5536255
2019-12-05,22.188666666666666,22.294666666666668,21.816666666666666,22.02466666666667,3736976
2019-12-06,22.333333333333332,22.590666666666667,22.317999999999998,22.392666666666667,7618937
2019-12-09,22.43933333333333,22.96333333333333,22.338666666666665,22.63533333333333,9040217
2019-12-10,22.663999999999998,23.382,22.62066666666667,23.255999999999997,8839951
2019-12-11,23.458666666666666,23.812666666666665,23.406,23.513333333333332,6919162
2019-12-12,23.661333333333335,24.182666666666666,23.54866666666667,23.978666666666665,7776211
2019-12-13,24.07,24.34733333333333,23.642666666666667,23.892666666666667,6574281
2019-12-16,24.17,25.574,24.166666666666668,25.433333333333334,18220940
2019-12-17,25.266000000000002,25.7,25.06,25.266000000000002,8503775
2019-12-18,25.375333333333334,26.348000000000003,25.372,26.209999999999997,14136392
2019-12-19,26.488,27.123333333333335,26.433333333333334,26.936,18120307
2019-12-20,27.352666666666668,27.533333333333335,26.679333333333332,27.03933333333333,14785206
2019-12-23,27.451999999999998,28.134,27.333333333333332,27.948,13332821
2019-12-24,27.890666666666668,28.36466666666667,27.512666666666668,28.35,8054720
2019-12-26,28.527333333333335,28.898666666666667,28.423333333333336,28.729333333333333,10648289
2019-12-27,29.0,29.020666666666667,28.407333333333334,28.692,9956827
2019-12-30,28.586000000000002,28.6,27.284,27.646666666666665,12601265
2019-12-31,27.0,28.086000000000002,26.805333333333333,27.888666666666666,10292456
2020-01-02,28.3,28.71333333333333,28.113999999999997,28.684,9558386
2020-01-03,29.366666666666667,30.266666666666666,29.128,29.534,17794697
2020-01-06,29.36466666666667,30.104,29.333333333333332,30.102666666666668,10157499
2020-01-07,30.759999999999998,31.442,30.224,31.270666666666667,18209138
2020-01-08,31.58,33.23266666666667,31.215333333333334,32.809333333333335,31199393
2020-01-09,33.14,33.25333333333334,31.52466666666667,32.08933333333333,28463186
2020-01-10,32.11933333333334,32.32933333333333,31.58,31.876666666666665,12976832
2020-01-13,32.9,35.042,32.8,34.99066666666667,26307458
2020-01-14,36.284,36.494,34.99333333333333,35.86133333333333,29061377
2020-01-15,35.31733333333333,35.856,34.452666666666666,34.56666666666667,17368831
2020-01-16,32.916666666666664,34.297333333333334,32.81133333333334,34.23266666666667,21736653
2020-01-17,33.84066666666667,34.378,33.544000000000004,34.03333333333333,13629073
2020-01-21,35.35,36.572,35.227333333333334,36.480000000000004,17447270
2020-01-22,38.126,39.63333333333333,37.27333333333333,37.970666666666666,31369028
2020-01-23,37.61666666666667,38.8,37.04,38.14666666666667,19651042
2020-01-24,38.042,38.257333333333335,36.95066666666666,37.65466666666667,14353600
2020-01-27,36.132666666666665,37.629333333333335,35.952,37.20133333333333,13608068
2020-01-28,37.89933333333333,38.45399999999999,37.205333333333336,37.79333333333333,11788493
2020-01-29,38.379333333333335,39.32,37.82866666666666,38.73266666666667,18216672
2020-01-30,42.16133333333333,43.392,41.2,42.720666666666666,29005676
2020-01-31,42.666666666666664,43.53333333333333,42.168,43.37133333333334,15719266
2020-02-03,44.912666666666674,52.40933333333333,44.90133333333333,52.0,47233495
2020-02-04,58.864000000000004,64.59933333333333,55.592,59.13733333333333,60938758
2020-02-05,54.884,56.39866666666667,46.940666666666665,48.980000000000004,48423837
2020-02-06,46.66133333333333,53.05533333333334,45.8,49.93066666666667,39880752
2020-02-07,48.70333333333333,51.31666666666667,48.666666666666664,49.87133333333334,17063521
2020-02-10,53.333333333333336,54.666000000000004,50.16,51.41866666666667,24689163
2020-02-11,51.25266666666666,52.234,50.53333333333333,51.62533333333333,11697473
2020-02-12,51.858,52.65,50.891333333333336,51.15266666666666,12022470
2020-02-13,49.456,54.53333333333333,49.0,53.6,26289348
2020-02-14,52.48133333333333,54.198,52.36666666666667,53.33533333333333,15693711
2020-02-18,56.10666666666667,57.333333333333336,55.49066666666667,57.22666666666667,16698369
2020-02-19,61.56666666666667,62.98533333333333,60.068,61.16133333333333,25422958
2020-02-20,60.79666666666667,60.8,57.32933333333334,59.96066666666666,17634893
2020-02-21,60.465333333333334,60.870666666666665,58.69666666666667,60.06666666666667,14339446
2020-02-24,55.93333333333333,57.56666666666667,54.81333333333334,55.586,15192163
2020-02-25,56.6,57.10666666666667,52.46666666666667,53.32733333333333,17290481
