,1. open,2. high,3. low,4. close,5. volume
2019-12-02,56.2300,56.4600,55.3800,55.4300,14313982
2019-12-03,54.6200,54.9900,54.4600,54.5900,14320507
2019-12-04,54.9000,54.9000,54.1800,54.4100,11436774
2019-12-05,54.5000,54.8300,54.3000,54.6800,10557403
2019-12-06,55.0300,55.1300,54.6100,54.8300,9088555
2019-12-09,54.8400,55.4800,54.7600,55.3100,11996705
2019-12-10,55.4000,55.9100,55.2300,55.8200,10719699
2019-12-11,55.8000,56.5000,55.6500,56.3100,12092246
2019-12-12,56.3000,56.6600,55.7600,56.4700,15405644
2019-12-13,55.0000,55.4000,54.4200,54.5100,21426748
2019-12-16,54.6000,54.9800,53.7000,53.9900,19950161
2019-12-17,53.8900,54.0600,52.8300,52.8400,19778245
2019-12-18,53.0600,53.6100,52.9500,53.3900,14122979
2019-12-19,53.3000,53.6000,53.0400,53.2400,11910106
2019-12-20,53.9100,53.9500,53.3500,53.6000,27423569
2019-12-23,53.6500,54.0700,53.6100,53.7100,10591499
2019-12-24,53.7800,53.9600,53.3600,53.4400,3331654
2019-12-26,53.4500,53.6600,53.2800,53.5700,6702009
2019-12-27,53.6600,53.8000,53.3400,53.4600,7261963
2019-12-30,53.4000,53.4900,52.6200,52.7000,5936134
2019-12-31,52.5700,53.0000,52.5500,52.9800,7094518
2020-01-02,53.2700,53.9600,53.2300,53.9500,13899603
2020-01-03,52.9900,54.0500,52.9500,53.7600,11026715
2020-01-06,53.3600,54.2000,53.3500,54.0400,10975900
2020-01-07,53.8900,54.3300,53.6100,54.1600,12029590
2020-01-08,53.9400,54.6000,53.7000,54.1300,11856737
2020-01-09,54.2500,54.8000,54.0300,54.3800,10671019
2020-01-10,54.5500,54.6500,54.2200,54.4500,9734775
2020-01-13,54.4600,54.7900,54.3600,54.5800,10857817
2020-01-14,54.5200,55.1800,54.5000,54.8800,12627241
2020-01-15,54.8800,55.1800,54.6800,54.7600,9090725
2020-01-16,54.9800,55.4500,54.9300,55.4300,9865546
2020-01-17,55.6300,55.6900,54.8500,55.1300,11166574
2020-01-21,54.9800,55.3600,54.9200,55.2200,8773031
2020-01-22,55.4100,55.6500,54.6000,54.7200,6379284
2020-01-23,54.4100,55.0000,54.2800,54.9800,6583173
2020-01-24,55.0600,55.2000,53.8800,54.0700,6426029
2020-01-27,53.1800,53.5200,52.6300,52.6900,8229847
2020-01-28,52.8600,53.6800,52.6600,53.4600,8620310
2020-01-29,53.7800,53.9400,53.1800,53.2000,6273345
2020-01-30,52.8200,53.3300,52.2800,53.3100,7175123
2020-01-31,53.3400,53.4900,52.2900,52.4500,8884663
2020-02-03,52.7300,53.4100,52.6900,53.0900,8892487
2020-02-04,53.7500,54.5600,53.7500,54.0400,9769797
2020-02-05,54.6700,55.0300,54.5800,54.7400,9612932
2020-02-06,55.0000,55.3500,54.7100,54.7100,8827872
2020-02-07,54.2700,54.9700,54.1900,54.7200,7864360
2020-02-10,54.7200,55.0700,54.4500,54.9900,7198166
2020-02-11,55.1700,55.5400,55.1100,55.1500,8466065
2020-02-12,55.5500,55.8900,55.2500,55.7300,7541074
2020-02-13,55.3100,55.6400,55.0100,55.3100,8480140
2020-02-14,55.3800,55.8400,55.2400,55.4700,7496836
2020-02-18,55.4200,55.7600,55.1000,55.4500,7185650
2020-02-19,55.5900,55.7700,55.3900,55.4400,6819245
2020-02-20,55.4000,55.8700,54.8800,55.5100,6114630
2020-02-21,55.0800,55.3400,54.4400,54.6800,9078638
2020-02-24,53.1000,53.5300,52.5100,52.6500,10992450
2020-02-25,53.0700,53.2200,50.8000,50.9600,12202570
2020-02-26,51.3100,53.1400,51.2400,52.0500,16413096
2020-02-27,50.8800,53.4600,50.7600,50.7800,16159581
2020-02-28,49.2400,49.8900,47.9000,49.4600,24426003
2020-03-02,49.7300,50.9000,48.6700,50.9000,17328475
2020-03-03,50.6200,51.8400,48.2500,48.8500,21830473
2020-03-04,49.8500,50.5900,48.8300,50.5400,14810599
2020-03-05,49.2300,49.6800,47.7500,48.0000,15841536
2020-03-06,46.5700,48.3000,46.4600,47.3700,24580865
2020-03-09,44.9500,47.5700,44.6600,46.0100,25945887
2020-03-10,47.4500,48.9100,46.1600,48.5800,27067108
2020-03-11,46.8100,47.4800,44.2700,44.7200,23663475
2020-03-12,41.1200,43.4000,39.7100,39.8000,24097400
2020-03-13,44.4500,47.9900,43.4200,47.9300,28334340
2020-03-16,42.5100,47.5700,41.2600,42.7200,27492459
2020-03-17,43.6200,47.7100,41.6600,46.8600,25582910
2020-03-18,43.6700,47.8000,42.5600,47.2700,29536267
2020-03-19,46.4700,47.9700,44.8700,45.0700,20157318
