,1. open,2. high,3. low,4. close,5. volume
2020-06-16,369.0000,370.6700,353.5500,362.7400,13392875
2020-06-17,364.5500,371.9600,362.8100,369.4400,10207641
2020-06-18,369.0800,371.3000,364.5800,368.7200,6360238
2020-06-19,369.7000,377.8000,369.0900,370.4500,13104013
2020-06-22,372.0000,381.2500,370.9300,381.0700,9961662
2020-06-23,382.0400,385.7000,376.3000,378.0000,9377685
2020-06-24,379.0500,382.2600,365.7800,369.4200,11234272
2020-06-25,374.2300,380.2000,367.2900,379.6000,9401800
2020-06-26,380.0000,380.0000,365.0000,366.2000,14802144
2020-06-29,366.7900,368.1800,356.0000,368.0000,8556203
2020-06-30,372.5600,381.0500,370.6600,379.9100,9197300
2020-07-01,380.8300,383.0300,376.5200,381.2000,8237180
2020-07-02,385.5600,389.5000,383.1300,384.4900,9101892
2020-07-06,389.6700,396.3500,388.5000,393.5700,7903881
2020-07-07,397.8500,402.8000,394.0300,394.8700,8945039
2020-07-08,399.7500,409.0000,398.6200,408.6400,9437346
2020-07-09,415.2100,422.8000,409.3400,420.3600,12367718
2020-07-10,423.5500,426.2100,415.1500,419.1700,12441869
2020-07-13,423.8000,431.6900,401.0000,402.0900,11426932
2020-07-14,403.0000,416.1100,391.4200,415.0800,13567356
2020-07-15,416.5700,417.3200,402.2300,409.0900,10099623
2020-07-16,400.6000,408.2700,395.8200,405.3900,8624118
2020-07-17,409.0200,409.9400,403.5100,408.0600,6657123
2020-07-20,410.9700,421.2500,406.2700,420.4300,7039983
2020-07-21,420.5200,422.4000,411.4700,413.1400,6866718
2020-07-22,414.7000,424.1000,411.6623,417.5500,9182271
2020-07-23,418.0000,421.8800,401.2500,405.1900,10291532
2020-07-24,395.0000,414.5900,391.0800,407.7800,11832300
2020-07-27,409.2900,417.6700,408.7100,416.8600,7303255
2020-07-28,414.9700,415.2800,408.3700,408.6200,6790901
2020-07-29,415.6320,420.6500,413.8800,418.6200,7112692
2020-07-30,415.0000,424.9218,411.8100,424.5600,7722004
2020-07-31,422.5300,430.6600,417.3200,424.5900,9657150
2020-08-03,429.3000,443.9500,428.6100,440.4100,10325456
2020-08-04,442.0000,449.1100,436.2401,449.1100,7758390
2020-08-05,449.7600,454.8672,446.6500,451.4700,6262493
2020-08-06,453.9900,454.3200,447.1500,453.4200,6107892
2020-08-07,452.5000,460.1900,441.5000,447.9800,8562899
2020-08-10,453.3700,456.3300,434.2600,446.6000,10694898
2020-08-11,442.9500,445.4700,431.8300,434.0000,8862763
2020-08-12,439.6300,458.6800,438.3300,457.6100,11623573
2020-08-13,461.8400,468.8700,454.2300,457.7200,9361489
2020-08-14,461.2000,468.1900,457.6200,462.5600,9160904
2020-08-17,474.0500,496.3900,472.6876,493.4800,15417858
2020-08-18,498.0000,499.8400,483.4500,490.4300,12586155
2020-08-19,491.8600,492.6000,483.9200,485.5400,15565558
2020-08-20,479.0000,495.0000,475.1500,485.6400,23034656
2020-08-21,488.0700,512.3480,487.8064,507.3400,24996738
2020-08-24,515.3500,516.5000,500.3000,508.8100,12264105
2020-08-25,505.2300,510.4500,502.9500,510.0000,7226920
2020-08-26,511.9694,514.7396,507.1100,510.9200,8031073
2020-08-27,511.2600,514.0000,502.6573,505.1300,7940073
2020-08-28,506.9965,525.9200,505.7000,525.9100,13428963
2020-08-31,527.3114,543.0000,521.5100,534.9800,12521030
2020-09-01,539.2000,559.7500,537.4600,552.8400,12811849
2020-09-02,588.1500,589.0699,556.0000,573.8600,21850322
2020-09-03,553.1454,555.3800,515.1500,520.6200,23628151
2020-09-04,511.3500,527.0000,468.1900,504.9000,36592071
2020-09-08,469.3800,502.0000,468.1700,476.5200,19893237
2020-09-09,496.0000,512.3700,489.2700,508.6000,18404957
2020-09-10,519.5700,522.6100,486.6800,492.4700,17467111
2020-09-11,499.4200,506.1000,475.8300,486.5800,15923172
2020-09-14,523.2400,532.6000,505.2457,514.8900,30043624
2020-09-15,531.2000,531.9500,513.1100,519.6400,18188914
2020-09-16,518.2900,523.7100,500.5500,500.5800,13939985
2020-09-17,485.2894,503.5900,481.3900,498.5400,19812794
2020-09-18,503.7500,505.3000,479.5500,487.5700,17461548
2020-09-21,477.0000,500.9000,476.1800,500.6900,18026061
2020-09-22,503.0000,505.9199,486.2220,505.5100,16161302
2020-09-23,503.0200,509.0800,483.1700,484.9500,16175308
2020-09-24,482.8900,502.7800,480.5600,493.9200,18281008
2020-09-25,497.9000,515.3400,489.8300,514.9500,14700407
2020-09-28,521.6100,522.0700,510.0000,521.4000,14345228
2020-09-29,517.5000,537.7100,517.3300,529.0300,15575124
2020-09-30,526.3000,544.9000,526.0100,541.2200,17229603
2020-10-01,550.3200,550.5095,538.4301,544.5800,13125059
2020-10-02,529.0000,540.7800,522.0400,522.4900,13812397
2020-10-05,529.4400,545.7700,528.9106,545.7000,11995457
2020-10-06,553.2000,565.6800,546.6000,549.4600,19610496
2020-10-07,559.9900,564.7700,554.5400,558.5600,10452129
2020-10-08,563.0000,563.3800,550.3200,553.5500,9472522
2020-10-09,550.6800,552.9700,546.4300,550.5100,8672273
2020-10-12,559.5800,573.8800,556.5000,569.0400,10868595
2020-10-13,571.8600,573.9399,560.7450,569.9300,8615078
2020-10-14,571.6200,573.7100,558.4000,563.8100,6916178
2020-10-15,552.4272,560.2300,550.7100,558.8000,6680628
2020-10-16,561.4700,564.8600,551.7000,552.4600,6065990
2020-10-19,556.1150,559.3399,536.2700,539.9100,7451714
2020-10-20,543.3400,551.9900,540.2801,545.8200,5730301
2020-10-21,545.0000,551.6600,539.1001,540.9900,5489933
2020-10-22,540.9000,544.4700,529.2700,534.4400,7261986
2020-10-23,538.0000,543.7300,531.6500,543.6100,5837107
2020-10-26,537.0800,547.7117,521.5400,525.6500,8422358
2020-10-27,532.2400,537.6800,527.6600,535.8700,6262992
2020-10-28,527.9200,530.4000,504.3600,505.0800,9412952
2020-10-29,513.5400,527.7100,510.0000,520.9600,8002046
2020-10-30,514.0000,517.4550,492.0000,501.3600,10434900
2020-11-02,506.3100,513.4663,495.8000,503.2300,7491316
2020-11-03,508.3400,524.2000,504.1100,520.7800,6822527
2020-11-04,535.5700,553.1000,533.4750,551.7700,10255732
2020-11-05,566.5000,573.5600,559.6400,566.4000,7975708
2020-11-06,564.3900,583.5500,555.8000,582.4800,9583732
2020-11-09,582.1000,587.6600,544.4300,545.2300,14574447
2020-11-10,544.2600,544.2600,505.1300,510.8000,16101680
2020-11-11,522.1500,537.3950,517.9300,536.7200,10118586
2020-11-12,539.1569,550.6400,532.6400,538.2700,9165875
2020-11-13,545.0911,546.7499,522.3700,531.8800,8669058
2020-11-16,526.9000,545.9800,526.2401,540.6100,10344370
2020-11-17,542.1000,543.8500,532.1549,536.8900,7800699
2020-11-18,538.6100,544.2300,527.4000,537.1500,12773133
2020-11-19,528.5100,539.5000,524.0000,537.6100,14148355
2020-11-20,538.1600,539.7799,522.6000,523.5100,8527245
2020-11-23,526.8452,535.3000,520.6200,525.6000,9033855
2020-11-24,525.7000,526.4800,515.4000,518.3100,8568883
2020-11-25,521.3000,530.7756,520.8000,529.3900,6497910
2020-11-27,535.0000,536.3000,526.8218,530.4500,4181880
2020-11-30,530.6000,536.5000,518.8941,536.0600,7173800
2020-12-01,539.6900,541.1500,529.1300,535.6000,7412379
2020-12-02,534.0200,546.9377,529.3700,541.7800,7084030
2020-12-03,543.5000,546.4000,533.1600,535.8400,4988016
2020-12-04,537.9400,542.3999,535.5476,542.3300,5056085
2020-12-07,544.0500,549.2500,540.0000,544.2700,5581081
2020-12-08,543.4000,543.9500,531.2600,534.0000,6798022
2020-12-09,532.0200,536.5600,514.7295,517.2300,10032530
2020-12-10,514.7600,522.7499,513.9750,518.8900,5194118
2020-12-11,518.6900,520.8000,512.9200,520.5300,5231641
2020-12-14,523.5150,535.5500,523.1000,532.3500,6753947
2020-12-15,537.5900,538.5600,527.4700,534.4200,4837148
2020-12-16,536.8999,537.4900,528.5000,529.7000,5577867
2020-12-17,534.6700,535.1800,527.1400,533.6500,5784597
2020-12-18,535.1600,536.2000,522.8200,530.8800,8551616
2020-12-21,522.9900,534.8000,518.7000,533.2900,7558304
2020-12-22,532.7700,533.4899,522.1552,531.1300,4657872
2020-12-23,530.2400,531.0000,520.2000,520.3700,4478569
2020-12-24,521.4900,525.3000,517.5500,519.7500,2447088
2020-12-28,522.5000,522.5000,510.5270,516.0000,5286655
2020-12-29,517.0000,522.9000,513.6900,517.7300,4259304
2020-12-30,519.6124,528.5500,515.8700,525.8300,5634929
2020-12-31,525.4600,526.0450,516.6000,522.2000,4810610
2021-01-04,524.1700,546.0999,518.5000,524.5400,14016045
2021-01-05,523.9900,537.7400,523.4800,536.1900,8068998
2021-01-06,528.9000,529.8000,503.4400,504.5800,14510575
2021-01-07,518.7000,535.1100,515.4601,533.7600,11537037
2021-01-08,534.5000,536.8399,521.6800,531.0700,7313215
2021-01-11,536.7500,558.4400,534.5000,544.8600,12975720
2021-01-12,550.1000,550.1800,533.8000,539.3900,7178074
2021-01-13,539.5986,544.9999,535.4001,541.2700,5250711
2021-01-14,543.0000,543.9900,527.2200,528.0100,7078007
2021-01-15,529.1200,533.0100,513.9400,514.3800,6944532
2021-01-19,520.6500,523.7593,513.7600,521.0100,5654672
2021-01-20,524.4700,537.2200,522.2700,534.6300,6464272
2021-01-21,536.7442,559.9743,530.1201,554.7000,8458490
2021-01-22,549.6035,553.6693,545.0900,548.5000,6170464
2021-01-25,551.2700,553.1400,529.4592,546.1300,6277779
2021-01-26,543.2176,545.7900,535.5000,537.4100,4099510
2021-01-27,529.2000,529.3100,511.7500,516.7100,9281821
2021-01-28,519.8500,533.5900,518.4200,522.0400,5707899
2021-01-29,523.0000,533.3900,516.4602,519.5900,6788801
2021-02-01,522.1335,530.8300,516.1100,529.4800,5430108
2021-02-02,535.9500,542.8800,531.4199,542.2700,5451603
2021-02-03,545.4400,557.2700,540.6600,541.2200,6135232
2021-02-04,541.2400,546.9400,533.5145,546.5700,5033462
2021-02-05,549.0000,549.4900,541.8300,543.6400,4228841
2021-02-08,549.0886,578.9500,549.0886,577.5500,10865571
2021-02-09,573.6250,583.3300,568.9000,570.5300,7128078
2021-02-10,578.5300,596.2000,573.6550,590.5700,12047762
2021-02-11,599.2100,610.8900,597.0000,610.0300,11270693
2021-02-12,602.0000,611.6455,591.0000,598.4500,9368937
2021-02-16,602.5700,614.9000,598.0000,613.2100,8048988
2021-02-17,606.8400,608.9407,591.2000,596.2400,6786368
2021-02-18,589.1600,594.9300,583.0000,593.1600,5852020
2021-02-19,600.9800,607.0799,593.8680,597.0600,6793103
2021-02-22,590.9900,605.3300,573.0000,574.2300,8041814
2021-02-23,563.0100,569.5500,535.5800,565.6800,9794483
2021-02-24,564.9100,580.2700,550.2400,579.9600,11207977
2021-02-25,561.8167,574.9900,528.6500,532.3000,20304906
2021-02-26,550.1000,554.1800,534.4400,548.5800,12468975
2021-03-01,555.0000,557.0000,542.1299,553.6700,8829575
2021-03-02,556.0000,556.8200,535.8400,536.2500,6602853
2021-03-03,537.0500,538.0600,511.9500,512.1900,9439757
2021-03-04,512.0300,519.0000,483.3500,494.8100,14333629
2021-03-05,502.0000,502.0000,467.1700,498.4600,13570971
2021-03-08,498.0000,498.8500,462.6600,463.7300,13577792
2021-03-09,485.2100,504.6700,482.3700,500.8100,13045638
2021-03-10,513.6200,519.2000,498.3000,498.7300,9609414
2021-03-11,518.0000,521.8500,509.3800,519.7400,7497857
2021-03-12,505.9300,515.5500,503.6000,514.2400,6099099
2021-03-15,514.5900,528.2700,510.6850,527.6500,5563011
2021-03-16,534.2600,540.5000,524.6700,531.6500,6803240
2021-03-17,521.5900,538.1300,519.5800,533.6500,6096605
2021-03-18,525.4600,527.3600,508.6817,508.9000,7354702
2021-03-19,510.0000,516.8600,504.5000,513.8300,7480174
2021-03-22,516.5100,535.7800,516.2700,527.4500,7445077
2021-03-23,530.1700,533.7800,520.8500,522.8300,5551152
2021-03-24,526.0500,526.3650,505.4700,505.7200,6145963
2021-03-25,499.9800,508.5900,490.8800,501.4100,7378614
2021-03-26,502.1800,514.2500,494.9400,513.5700,9099224
2021-03-29,512.8100,522.5000,508.0000,517.9300,6837997
2021-03-30,513.6780,519.0100,508.2000,514.8700,5005062
2021-03-31,520.6200,538.8200,519.3000,533.9300,7869438
2021-04-01,542.8900,554.8000,540.4500,552.4700,7706865
2021-04-05,554.7000,560.5585,549.3200,559.5000,6391785
2021-04-06,559.9871,562.1650,550.9449,554.4600,4793649
2021-04-07,555.2300,569.7399,548.4600,565.7400,6282109
2021-04-08,570.1100,578.8600,569.9577,572.6800,6110373
2021-04-09,568.5600,576.3200,567.0000,576.0000,4879272
2021-04-12,571.5900,614.1000,565.5700,608.3600,21733050
2021-04-13,609.2600,628.0000,605.0300,627.1800,16905297
2021-04-14,625.0000,628.8184,609.1000,611.0800,9637548
2021-04-15,626.5000,648.5660,625.2600,645.4900,14962017
2021-04-16,642.1235,646.6300,634.6100,636.5000,8380189
2021-04-19,621.4616,632.3000,609.3201,614.4700,10110452
2021-04-20,612.9300,619.8800,598.5200,606.8500,8353326
2021-04-21,604.7500,614.5000,604.0900,614.4200,5419426
2021-04-22,615.0000,617.5427,591.3400,594.0100,6944657
2021-04-23,597.3745,613.3950,596.0100,610.6100,5694305
2021-04-26,607.4018,619.1600,605.0000,619.1200,4944927
2021-04-27,623.1400,626.8200,614.1800,615.2700,4114325
2021-04-28,614.5800,621.2900,608.6207,611.0700,5235405
2021-04-29,616.0000,617.4600,602.8600,612.9900,4329912
2021-04-30,606.9800,614.5999,599.8800,600.3800,5047752
2021-05-03,605.0000,609.8700,591.5000,593.4700,5097796
2021-05-04,585.4900,585.5000,560.4101,574.0500,10133120
2021-05-05,588.3600,592.5400,575.5000,578.3400,7300576
2021-05-06,579.8100,582.8500,568.7236,580.9200,4834523
2021-05-07,592.3300,598.8300,586.8683,592.4900,5733183
2021-05-10,591.4900,592.2400,570.0000,570.6300,6722595
2021-05-11,553.0000,574.1900,550.0000,572.2500,7139634
2021-05-12,560.3800,570.4100,548.3700,550.3400,7585233
2021-05-13,561.3500,563.2300,538.3600,546.6100,7143187
2021-05-14,555.6000,573.1242,549.9400,569.7200,6465375
2021-05-17,566.2800,566.7700,554.1400,566.6200,5424521
2021-05-18,570.6800,576.1700,560.1600,560.6300,4656356
2021-05-19,542.6600,563.1800,541.7300,562.6300,8599984
2021-05-20,572.1000,587.3514,570.8200,584.5000,8039798
2021-05-21,606.5500,608.8800,594.7756,599.6700,16824800
2021-05-24,608.5000,629.8000,607.0400,624.4800,13870405
2021-05-25,630.6400,632.7399,619.3000,625.9100,10885172
2021-05-26,629.3700,631.7500,623.4500,628.0000,9260966
2021-05-27,627.9900,630.0000,618.4000,619.5200,14536880
2021-05-28,620.0400,651.0990,620.0400,649.7800,16113390
2021-06-01,650.8000,655.5250,636.1300,650.5800,11820075
2021-06-02,650.0900,676.7547,649.4200,671.1300,14854189
2021-06-03,668.0300,690.3600,663.3200,678.7900,14500170
2021-06-04,684.5000,706.4400,683.8200,703.1300,15428007
2021-06-07,702.8456,712.5000,687.7100,704.7600,14393873
2021-06-08,701.0900,704.8635,690.0400,698.2800,8096169
2021-06-09,700.6300,703.0000,690.2300,694.3300,9541437
2021-06-10,694.0000,699.6800,687.0401,697.0000,7194261
2021-06-11,699.1800,717.5690,697.7500,713.0100,10407691
2021-06-14,716.2400,721.5800,706.5101,720.7500,8034357
2021-06-15,716.6000,720.6500,709.1180,711.5400,6075761
2021-06-16,711.6300,718.1871,703.3770,712.4100,7594711
2021-06-17,710.9827,753.4000,710.2501,746.2900,20241372
2021-06-18,751.3600,775.0000,743.3600,745.5500,24221357
2021-06-21,737.4100,741.4600,712.9060,737.0900,16809554
2021-06-22,738.8600,758.5500,735.4350,755.4700,14503639
2021-06-23,760.3100,766.1100,756.3100,762.2900,8308926
2021-06-24,769.1100,776.8000,763.5300,768.2200,8023060
2021-06-25,771.2200,773.8200,755.7750,761.2400,6959148
2021-06-28,774.4500,803.1500,772.7600,799.4000,12385914
2021-06-29,795.3000,803.9500,786.2750,801.0700,9190846
2021-06-30,799.9650,806.5000,794.5500,800.1000,8164154
2021-07-01,805.0000,818.2400,800.7600,808.4800,12003374
2021-07-02,817.6050,820.2100,811.5100,819.4800,8584917
2021-07-06,829.5000,833.6800,814.0100,827.9400,11167687
2021-07-07,834.1400,835.0000,813.2820,814.8700,10460682
2021-07-08,794.2600,805.3200,788.0300,796.1100,12582492
2021-07-09,798.5000,803.2050,790.1700,802.0100,7415567
2021-07-12,809.6000,821.3100,807.5100,820.5000,8049619
2021-07-13,816.0200,818.4500,804.5601,810.0000,7267658
2021-07-14,814.3100,816.7100,790.1100,793.6600,9502480
2021-07-15,792.4700,793.8800,754.3401,758.6500,13764113
2021-07-16,761.2200,766.2844,722.9200,726.4400,17205566
2021-07-19,716.6100,761.6800,714.6200,751.1900,18726469
2021-07-20,187.3000,188.3800,181.6400,186.1200,43366188
2021-07-21,188.8200,195.2700,187.4200,194.1000,37101736
2021-07-22,196.4200,198.8700,192.7600,195.9400,32382595
2021-07-23,196.5635,197.0000,192.5000,195.5800,19567198
2021-07-26,193.1100,194.4200,189.1400,192.9400,20394316
2021-07-27,192.6500,196.2200,187.4100,192.0800,24886258
2021-07-28,193.1920,196.4600,189.9500,195.0300,20219115
2021-07-29,195.1900,198.5300,193.2803,196.6200,18373399
2021-07-30,194.1800,196.3000,192.6300,194.9900,18349746
2021-08-02,197.0000,199.6100,193.6100,197.5000,21744397
2021-08-03,197.4000,202.2200,192.2000,198.1500,30181074
2021-08-04,199.9000,203.1800,198.2800,202.7400,23130940
2021-08-05,205.0000,207.3300,203.4200,206.3700,21143537
2021-08-06,205.2400,205.7000,202.1000,203.6600,17849661
2021-08-09,204.4600,205.0799,201.4300,202.9500,14644310
2021-08-10,203.2200,204.3000,198.3454,199.3600,17923778
2021-08-11,200.4300,200.4900,194.3000,196.9900,18592484
2021-08-12,198.7000,200.2899,196.2000,199.0500,15186155
2021-08-13,199.0500,202.1381,198.5100,201.8800,18059898
2021-08-16,201.3500,202.8700,194.5300,199.5000,21115280
2021-08-17,196.8500,197.7000,192.6700,194.5800,20458485
2021-08-18,195.0000,196.3365,190.0000,190.4000,28591348
2021-08-19,194.9400,204.9500,187.6200,197.9800,76655477
2021-08-20,199.9100,208.6506,199.3300,208.1600,67574131
2021-08-23,209.7100,219.9700,209.5000,219.5800,57580658
2021-08-24,217.5300,219.5900,215.3500,217.9300,29729892
2021-08-25,217.3700,224.7000,217.2200,222.1300,34770104
2021-08-26,222.0000,223.4000,217.9000,220.6800,23794042
2021-08-27,221.8400,227.2200,221.6700,226.3600,30472219
2021-08-30,228.2997,230.4300,225.5100,226.8800,26257990
2021-08-31,226.9500,226.9500,221.2000,223.8500,25984968
2021-09-01,224.8500,226.9700,223.5650,224.4100,20176695
2021-09-02,225.1800,225.9299,222.9450,223.9600,18810957
2021-09-03,223.2500,229.8600,222.0000,228.4300,28083198
2021-09-07,228.3300,228.9900,225.2240,226.6200,19810716
2021-09-08,225.1300,226.1000,219.7700,223.3900,25443421
2021-09-09,223.1200,225.3800,221.3100,221.7700,19685601
2021-09-10,223.4831,226.2600,222.7000,224.7800,24837574
2021-09-13,226.8400,229.6400,218.5800,221.5200,29749990
2021-09-14,222.7500,224.1000,220.8600,222.4200,19975460
