,1. open,2. high,3. low,4. close,5. volume
2020-03-02,194.0300,196.5700,188.8500,196.4400,24948955
2020-03-03,196.2200,197.2400,183.9700,185.8900,27984104
2020-03-04,189.1700,191.8300,186.3900,191.7600,23062473
2020-03-05,186.7800,188.9900,183.8900,185.1700,19333425
2020-03-06,178.3300,183.7800,176.2600,181.0900,24559550
2020-03-09,169.6000,175.0000,165.1900,169.5000,29949041
2020-03-10,174.6700,178.2900,169.5000,178.1900,24517791
2020-03-11,174.0100,175.8800,167.6600,170.2400,20397204
2020-03-12,159.5400,166.6000,154.3400,154.4700,43266335
2020-03-13,163.5300,170.7900,157.6000,170.2800,35028627
2020-03-16,152.3200,159.1300,143.1000,146.0100,39120419
2020-03-17,150.7400,153.9400,140.0000,149.4200,34255596
2020-03-18,139.7500,148.1800,137.1000,146.9600,37553136
2020-03-19,146.6200,159.9300,144.8000,153.1300,39862312
2020-03-20,156.0200,159.2700,148.0000,149.7300,32568398
2020-03-23,149.6600,152.3100,142.2500,148.1000,29830765
2020-03-24,155.2100,161.3100,152.5700,160.9800,30440369
2020-03-25,158.9200,162.9900,153.0600,156.2100,35184271
2020-03-26,158.2500,164.0000,157.0200,163.3400,26579021
2020-03-27,158.2000,160.0900,154.7500,156.7900,24879869
2020-03-30,159.1800,166.7500,158.0600,165.9500,22515225
2020-03-31,165.4800,170.9300,164.2000,166.8000,23676283
2020-04-01,161.6200,164.1500,158.0400,159.6000,19507559
2020-04-02,159.1000,161.3500,155.9200,158.1900,20886309
2020-04-03,157.1500,157.9100,150.8300,154.1800,25983317
2020-04-06,160.1500,166.2000,158.5100,165.5500,28453581
2020-04-07,171.7900,173.3900,166.0100,168.8300,31411919
2020-04-08,171.2500,175.0000,167.7400,174.2800,21664198
2020-04-09,175.9000,177.0800,171.5700,175.1900,23534287
2020-04-13,173.6700,175.0000,169.4500,174.7900,19355355
2020-04-14,178.9800,181.2300,176.6200,178.1700,21011815
2020-04-15,175.1900,178.1900,172.8200,176.9700,17423003
2020-04-16,177.9500,178.0500,172.5100,176.2500,23593229
2020-04-17,179.2000,180.2800,176.6600,179.2400,20974750
2020-04-20,177.4100,180.5000,176.7700,178.2400,16110664
2020-04-21,175.2500,175.3800,168.3400,170.8000,24850528
2020-04-22,178.4500,184.7800,178.1400,182.2800,33369931
2020-04-23,184.0800,187.0500,183.1500,185.1300,21426604
2020-04-24,183.2300,190.4100,180.8300,190.0700,28868528
2020-04-27,192.6600,193.7500,187.4100,187.5000,29197750
2020-04-28,188.6600,189.2000,182.5600,182.9100,21730986
2020-04-29,190.9300,196.9100,190.0000,194.1900,45954521
2020-04-30,206.9200,209.6900,201.5700,204.7100,46230116
2020-05-01,201.6000,207.2800,199.0500,202.2700,30415581
2020-05-04,200.2000,205.9100,198.7600,205.2600,19250673
2020-05-05,207.0200,210.3800,206.5000,207.0700,21071223
2020-05-06,208.1200,211.6000,206.6600,208.4700,21856963
2020-05-07,211.1600,211.6000,209.0400,211.2600,15151976
2020-05-08,212.2400,213.2100,210.8500,212.3500,12524048
2020-05-11,210.8900,215.0000,210.3700,213.1800,12911948
2020-05-12,213.2900,215.2800,210.0000,210.1000,14704647
2020-05-13,209.4300,210.7800,202.1100,205.1000,20684559
2020-05-14,202.5600,206.9300,200.6900,206.8100,17178947
2020-05-15,205.2700,211.3400,204.1200,210.8800,19383154
2020-05-18,212.1500,214.6400,210.9400,213.1900,20167443
2020-05-19,213.2700,220.4900,212.8300,216.8800,31843152
2020-05-20,223.5000,231.3400,223.1900,229.9700,50162875
2020-05-21,234.7200,237.2000,231.2000,231.3900,47577915
2020-05-22,231.5100,235.9900,228.7400,234.9100,33925564
2020-05-26,239.7700,240.9000,231.6700,232.2000,33178318
2020-05-27,229.0700,230.5600,221.1300,229.1400,34697553
2020-05-28,224.3000,231.6300,224.0000,225.4600,29423013
2020-05-29,225.2000,227.4900,222.8800,225.0900,23322476
2020-06-01,224.5900,232.4400,223.5000,231.9100,18223839
2020-06-02,230.9400,233.0000,226.5600,232.7200,20919018
2020-06-03,232.1100,232.6500,228.5300,230.1600,15380282
2020-06-04,229.5600,231.6300,224.6100,226.2900,17041481
2020-06-05,226.7100,231.3500,225.3100,230.7700,16750438
2020-06-08,229.0300,231.5500,227.4100,231.4000,15466499
2020-06-09,231.5200,239.7700,230.4100,238.6700,27462872
2020-06-10,240.9600,241.2100,235.2800,236.7300,20720709
2020-06-11,229.9400,232.8900,223.5500,224.4300,26708163
2020-06-12,229.9000,231.6600,224.5000,228.5800,22091387
2020-06-15,225.0900,233.7700,224.8000,232.5000,15340264
2020-06-16,237.1400,238.4600,233.0000,235.6500,15236691
2020-06-17,235.0000,237.5900,231.7300,235.5300,19578125
2020-06-18,234.9900,236.1400,232.1500,235.9400,15782452
2020-06-19,237.7900,240.8300,235.5500,238.7900,30081291
2020-06-22,238.5600,240.7000,236.9100,239.2200,18917782
2020-06-23,241.2800,245.1900,239.8600,242.2400,24017915
2020-06-24,241.2000,243.2200,232.6800,234.0200,20834904
2020-06-25,234.6200,237.3000,232.7400,235.6800,18704339
2020-06-26,232.6400,233.0900,215.4000,216.0800,76343939
2020-06-29,209.7500,220.7500,207.1100,220.6400,58514281
2020-06-30,220.5900,227.5000,218.4700,227.0700,33927068
2020-07-01,228.5000,239.0000,227.5600,237.5500,43403869
2020-07-02,239.0000,240.0000,232.6100,233.4200,30635970
2020-07-06,233.7600,240.4000,232.2700,240.2800,26208488
2020-07-07,239.4100,247.6500,238.8200,240.8600,27887936
2020-07-08,238.1100,246.9900,236.5900,243.5800,29793184
2020-07-09,245.0000,246.5300,239.2400,244.5000,22175054
2020-07-10,243.6900,245.4900,239.3200,245.0700,22982716
2020-07-13,247.0100,250.1500,238.4200,239.0000,24674883
2020-07-14,236.7600,240.3300,232.0300,239.7300,23378056
2020-07-15,241.5500,244.8200,238.0500,240.2800,19134627
2020-07-16,238.0000,241.7600,236.3300,240.9300,18880800
2020-07-17,241.0000,244.1600,237.8600,242.0300,18152413
2020-07-20,240.0600,246.0500,235.6400,245.4200,20797388
2020-07-21,246.2200,246.9100,240.0800,241.7500,18646840
2020-07-22,240.2600,241.9000,238.1200,239.8700,15427885
2020-07-23,239.6300,242.4200,231.7500,232.6000,21771802
2020-07-24,230.1900,233.4900,226.9000,230.7100,18325813
2020-07-27,231.4600,234.9500,230.8300,233.5000,13163083
2020-07-28,234.6300,234.9600,229.8300,230.1200,14170112
2020-07-29,231.1400,233.7000,230.3100,233.2900,13588317
2020-07-30,230.2200,234.8930,229.0000,234.5000,20615306
2020-07-31,255.8200,255.8500,249.0000,253.6700,53030037
2020-08-03,252.6500,255.4000,250.3300,251.9600,23134103
2020-08-04,251.5600,252.8000,247.4300,249.8300,17183533
2020-08-05,250.1900,252.2698,247.7700,249.1200,13088361
2020-08-06,249.0400,266.6000,248.6650,265.2800,45241611
2020-08-07,264.0800,278.8900,263.4300,268.4400,72766364
2020-08-10,268.0400,273.8600,259.6900,263.0000,30248826
2020-08-11,260.1850,265.9150,255.1300,256.1300,28238283
2020-08-12,258.9700,263.8973,258.1125,259.8900,21428329
2020-08-13,261.5500,265.1600,259.5700,261.3000,17373970
2020-08-14,262.3050,262.6500,258.6801,261.2400,14792708
2020-08-17,262.5000,264.0973,259.4000,261.1600,13303174
2020-08-18,260.9500,265.1500,259.2600,262.3400,18690383
2020-08-19,261.3880,267.9080,261.3500,262.5900,23291463
2020-08-20,261.5000,269.6300,261.4600,269.0100,20299688
2020-08-21,268.6900,270.4900,266.4200,267.0100,15538615
2020-08-24,271.0700,277.2478,268.7701,271.3900,23685603
2020-08-25,272.4100,283.0900,270.2601,280.8200,42127240
2020-08-26,284.0000,304.6700,284.0000,303.9100,69015151
2020-08-27,300.1600,301.2300,292.0200,293.2200,30301309
2020-08-28,295.0000,297.2300,290.9800,293.6600,17172415
2020-08-31,293.9500,296.8800,291.5500,293.2000,17345134
2020-09-01,294.7100,301.4900,292.7100,295.4400,17320872
2020-09-02,298.8800,303.6000,293.0500,302.5000,24341369
2020-09-03,295.9900,297.6000,283.6300,291.1200,32294092
2020-09-04,287.2500,289.0000,271.1400,282.7300,30333671
2020-09-08,271.2800,279.3000,269.4200,271.1600,24863997
2020-09-09,275.7700,278.4800,271.3500,273.7200,22918769
2020-09-10,275.5100,279.1600,267.0319,268.0900,24814669
2020-09-11,270.0600,271.3900,262.6400,266.6100,18913883
2020-09-14,270.9500,276.6400,265.7000,266.1500,24093830
2020-09-15,270.6700,274.5200,269.3000,272.4200,18478530
2020-09-16,267.2900,272.4400,261.7900,263.5200,29207594
2020-09-17,258.2800,261.5000,250.1900,254.8200,31281441
2020-09-18,258.4050,259.2000,250.0500,252.5300,28130767
2020-09-21,247.5400,249.9500,244.1300,248.1500,24709378
2020-09-22,253.3100,255.3200,248.2200,254.7500,30293103
2020-09-23,255.2600,257.9921,248.1500,249.0200,19641266
2020-09-24,246.5000,252.2400,245.6200,249.5300,20006750
2020-09-25,249.4000,255.7500,246.6100,254.8200,18351311
2020-09-28,259.4000,259.6000,254.8208,256.8200,18826254
2020-09-29,257.8100,263.3300,256.9000,261.7900,20215504
2020-09-30,261.9800,266.0850,260.1000,261.9000,20142546
2020-10-01,265.3500,268.3300,264.8000,266.6300,20009801
2020-10-02,261.2100,265.1500,259.1800,259.9400,16367597
2020-10-05,262.2000,264.8650,260.8401,264.6500,12822252
2020-10-06,261.7800,265.6900,258.2400,258.6600,18696917
2020-10-07,259.2100,260.1800,254.8200,258.1200,23133417
2020-10-08,259.7500,264.6200,259.1488,263.7600,16312762
2020-10-09,264.5200,264.7500,262.1700,264.4500,14107803
2020-10-12,270.2000,280.1800,267.8700,275.7500,31019256
2020-10-13,277.5800,279.1000,273.3900,276.1400,18063343
2020-10-14,277.6200,278.7500,271.5000,271.8200,15601154
2020-10-15,267.6000,269.0400,263.6700,266.7200,15416064
2020-10-16,267.3750,271.3700,265.3000,265.9300,16622702
2020-10-19,265.5300,268.5500,259.8800,261.4000,13586955
2020-10-20,263.0600,269.7000,262.8800,267.5600,18763246
2020-10-21,279.5600,283.0500,276.3700,278.7300,28998638
2020-10-22,279.8700,282.4500,275.0400,278.1200,16720026
2020-10-23,278.8024,285.2400,276.8200,284.7900,17535155
2020-10-26,283.1600,285.2300,274.2600,277.1100,21322925
2020-10-27,278.7600,284.5100,276.3100,283.2900,16287249
2020-10-28,278.7900,278.7900,267.2600,267.6700,23121808
2020-10-29,276.5500,283.6000,273.7800,280.8300,32368118
2020-10-30,274.5000,276.7000,259.1000,263.1100,47299002
2020-11-02,264.6000,270.4700,257.3400,261.3600,27165679
2020-11-03,263.1600,270.0500,260.8800,265.3000,17961859
2020-11-04,281.0000,288.9400,278.6200,287.3800,35364424
2020-11-05,291.8965,297.3800,288.9500,294.6800,23823633
2020-11-06,293.9500,294.6000,288.0600,293.4100,13890974
2020-11-09,289.8700,292.5800,278.5300,278.7700,25117650
2020-11-10,273.1000,274.0000,264.0000,272.4300,29067691
2020-11-11,273.4700,278.4000,272.4800,276.4800,14956950
2020-11-12,277.1800,279.7500,274.4300,275.0800,12914206
2020-11-13,277.7200,277.7600,273.1000,276.9500,10400101
2020-11-16,275.0500,279.4100,274.6300,278.9600,12970352
2020-11-17,277.6800,277.6800,273.2900,275.0000,15040297
2020-11-18,274.5200,277.3889,271.8400,271.9700,12152945
2020-11-19,271.0250,273.4700,269.1900,272.9400,12963658
2020-11-20,272.5600,273.0000,269.4100,269.7000,18122412
2020-11-23,270.8900,270.9471,264.5300,268.4300,20990786
2020-11-24,268.4900,277.8199,267.8700,276.9200,16852501
2020-11-25,278.1400,280.1800,272.6500,275.5900,12467009
2020-11-27,277.3900,279.1300,274.8200,277.8100,7808426
2020-11-30,276.0300,277.7000,271.0100,276.9700,16693336
2020-12-01,279.1600,289.3000,278.9600,286.5500,20602115
2020-12-02,285.3600,291.7800,280.8250,287.5200,17361624
2020-12-03,286.2500,286.6500,281.0700,281.8500,12921694
2020-12-04,280.3000,283.4600,279.3000,279.7000,10880299
2020-12-07,279.1900,288.4900,278.2000,285.5800,13007665
2020-12-08,286.0100,286.4272,281.5500,283.4000,10747650
2020-12-09,283.6600,287.6300,271.7500,277.9200,25189707
2020-12-10,275.5350,278.7300,271.8600,277.1200,20065091
2020-12-11,274.5300,276.4800,270.2500,273.5500,14391401
2020-12-14,273.3722,277.2200,271.5600,274.1900,16376880
2020-12-15,274.8300,276.0800,267.4700,275.5500,23979461
2020-12-16,274.7600,277.8600,272.5100,275.6700,15884999
2020-12-17,277.0700,280.4400,273.6100,274.4800,16377844
2020-12-18,275.7750,278.0000,271.1400,276.4000,26693249
2020-12-21,272.9780,274.6700,267.7900,272.7900,16553740
2020-12-22,271.5000,271.5000,264.6300,267.0900,17334999
2020-12-23,266.8900,272.1699,266.2300,268.1100,14329038
2020-12-24,268.8750,270.4000,266.2000,267.4000,6702033
2020-12-28,268.7400,277.3000,265.6600,277.0000,23123385
2020-12-29,276.9500,280.5100,276.2800,276.7800,16382995
2020-12-30,277.9500,278.0800,271.7100,271.8700,11803795
2020-12-31,272.0000,277.0900,269.8100,273.1600,12900408
2021-01-04,274.7800,275.0000,265.2000,268.9400,15106113
2021-01-05,268.2900,272.4000,268.2111,270.9700,9871557
2021-01-06,262.0000,267.7500,260.0100,263.3100,24354149
2021-01-07,265.9000,271.6100,264.7800,268.7400,15789756
2021-01-08,268.3100,268.9500,263.1800,267.5700,18528251
2021-01-11,260.4800,263.4700,255.9000,256.8400,30412286
2021-01-12,256.6300,259.7200,250.3000,251.0900,25772128
2021-01-13,251.5500,253.9500,249.2000,251.6400,19528938
2021-01-14,253.4000,255.0300,244.6100,245.6400,29739404
2021-01-15,247.9000,253.8600,247.1600,251.3600,24942930
2021-01-19,256.9000,262.2000,252.7201,261.1000,28028546
2021-01-20,268.9300,270.3200,263.6000,267.4800,25199919
2021-01-21,269.2600,273.6000,267.4901,272.8700,20838687
2021-01-22,272.0100,278.4700,272.0000,274.5000,21954042
2021-01-25,278.1400,280.1000,271.5100,278.0100,19086990
2021-01-26,278.1398,285.3900,277.8100,282.0500,19373636
2021-01-27,282.5300,283.4500,268.1201,272.1400,35346194
2021-01-28,277.1800,286.7900,264.7000,265.0000,37758844
2021-01-29,265.3000,266.5600,254.8500,258.3300,30389499
2021-02-01,259.5200,264.1700,254.9100,262.0100,22914255
2021-02-02,264.0000,268.8500,263.2700,267.0800,16964380
2021-02-03,265.6200,269.2000,263.8400,266.6500,14223377
2021-02-04,267.0100,268.1600,264.0000,266.4900,16059958
2021-02-05,266.8000,269.1700,265.6700,268.1000,12454367
2021-02-08,268.7500,269.8600,265.0000,266.5800,13755191
2021-02-09,266.4400,273.3900,265.7500,269.4500,14420322
2021-02-10,272.4465,273.7999,267.7200,271.8700,14188230
2021-02-11,271.8900,273.5800,268.4900,270.3900,12828572
2021-02-12,270.5200,271.1800,268.3400,270.5000,9097597
2021-02-16,270.8000,276.6000,270.0500,273.9700,15417243
2021-02-17,271.2400,273.9700,269.5800,273.5700,12619051
2021-02-18,269.5650,271.9500,266.0300,269.3900,15249134
2021-02-19,269.8600,270.2700,260.1500,261.5600,25622587
2021-02-22,257.9500,263.0700,257.5300,260.3300,17298474
2021-02-23,259.5000,267.4600,254.9600,265.8550,21924557
2021-02-24,262.3250,266.3800,258.3900,264.3100,15736123
2021-02-25,262.3000,266.9400,254.0400,254.6900,18430701
2021-02-26,256.4700,265.5500,256.4700,257.6200,26313472
2021-03-01,260.8200,266.6500,257.9039,264.9100,22157255
2021-03-02,265.7800,266.7100,258.6500,259.0000,15191722
2021-03-03,260.2900,260.9899,255.1000,255.4100,15513515
2021-03-04,256.4700,266.4900,253.5000,257.6400,31626463
2021-03-05,260.6700,265.4500,255.6100,264.2800,26820055
2021-03-08,265.5500,265.5800,255.0500,255.3100,18391768
2021-03-09,261.1750,268.5300,259.8100,265.7400,22039740
2021-03-10,268.6400,268.9700,262.8700,264.9000,14210318
2021-03-11,268.1100,277.9000,267.8200,273.8800,21833979
2021-03-12,269.1400,269.7400,264.0200,268.4000,20600198
2021-03-15,269.0800,275.9600,268.5000,273.7500,16856746
2021-03-16,276.0850,282.1400,274.8000,279.2800,22437665
2021-03-17,275.7050,286.2300,275.4100,284.0100,21315044
2021-03-18,279.8700,285.1899,278.2800,278.6200,18754853
2021-03-19,281.2200,292.8000,281.1950,290.1100,38930536
2021-03-22,290.4500,299.7050,286.7501,293.5400,28273073
2021-03-23,293.1500,298.0000,289.8100,290.6300,23000929
2021-03-24,291.0000,291.7200,281.1600,282.1400,18675046
2021-03-25,280.9800,288.0600,277.7500,278.7400,24505648
2021-03-26,278.3018,284.5000,277.7700,283.0200,17629185
2021-03-29,285.7700,293.1800,284.7000,290.8200,21718831
2021-03-30,289.8300,292.4700,286.7000,288.0000,17474537
2021-03-31,289.9900,296.5000,288.6100,294.5300,19498157
2021-04-01,298.4000,302.4000,296.6000,298.6600,17615980
2021-04-05,300.8900,310.7650,300.6800,308.9100,28237006
2021-04-06,308.8365,311.3500,305.2500,306.2600,17335246
2021-04-07,306.3400,314.2500,305.5000,313.0900,22855241
2021-04-08,314.8500,315.8800,310.0500,313.0200,20894148
2021-04-09,311.4000,314.7400,310.3300,312.4600,15988568
2021-04-12,311.0500,312.1500,307.9300,311.5400,10881935
2021-04-13,312.2100,314.4280,309.3200,309.7600,14036927
2021-04-14,307.3000,308.0300,301.9500,302.8200,17421393
2021-04-15,306.3400,310.1400,304.1000,307.8200,14558273
2021-04-16,308.1700,308.9500,304.6100,306.1800,13059163
2021-04-19,305.0070,307.7000,300.5600,302.2400,14553507
2021-04-20,301.9900,305.1000,297.2100,302.6500,16796442
2021-04-21,301.9450,301.9800,297.3900,301.4700,14863474
2021-04-22,301.3300,302.9200,296.0400,296.5200,16375350
2021-04-23,298.7600,302.5900,297.1500,301.1300,17559498
2021-04-26,303.3396,305.8000,301.5600,303.0400,16172593
2021-04-27,304.2800,305.3400,301.1100,303.5700,15309256
2021-04-28,307.3600,310.9200,305.3700,307.1000,33907210
2021-04-29,330.1200,331.8100,321.6100,329.5100,56526771
2021-04-30,326.1435,329.8200,324.5000,325.0800,26332423
2021-05-03,326.1700,328.5500,321.8400,322.5800,18719462
2021-05-04,320.0250,322.1900,313.1200,318.3600,24032557
2021-05-05,318.1900,321.0600,314.4900,315.0200,15577605
2021-05-06,314.5200,320.2400,313.2750,320.0200,19012241
2021-05-07,322.3800,322.9350,318.7500,319.0800,15916743
2021-05-10,314.3500,314.5786,304.8300,305.9700,24239170
2021-05-11,300.7500,306.8400,299.6900,306.5300,18920086
2021-05-12,301.1300,304.9600,298.1900,302.5500,24641010
2021-05-13,306.0833,308.8600,302.7701,305.2600,18079160
2021-05-14,309.5400,316.8500,309.0800,315.9400,19245724
2021-05-17,313.5500,315.6800,311.5800,315.4600,15401343
2021-05-18,315.5900,316.5000,309.8100,309.9600,14522403
2021-05-19,304.1850,314.6600,303.5700,313.5900,19106244
2021-05-20,313.5800,319.2500,313.1600,318.6100,17320241
2021-05-21,319.2900,319.9300,315.8101,316.2300,13600901
2021-05-24,318.2100,325.9500,318.0300,324.6300,16445356
2021-05-25,327.0800,329.1800,324.8000,327.7900,16436965
2021-05-26,328.3500,329.8299,325.8200,327.6600,9686917
2021-05-27,328.0000,333.7800,326.7600,332.7500,20477726
2021-05-28,331.0000,332.8684,328.3300,328.7300,12037430
2021-06-01,330.1500,331.4200,326.6400,329.1300,11765906
2021-06-02,330.3800,331.8700,327.1215,329.1500,11654275
2021-06-03,325.7800,327.3750,323.4800,326.0400,12610788
2021-06-04,325.9000,332.4550,325.1800,330.3500,13289383
2021-06-07,329.4800,337.6900,328.9300,336.5800,20136707
2021-06-08,336.7000,338.2999,332.2400,333.6800,14580464
2021-06-09,335.7400,336.8000,330.0000,330.2500,13727946
2021-06-10,330.7850,333.9400,328.5450,332.4600,13240229
2021-06-11,332.5800,332.8300,328.9300,331.2600,13587916
2021-06-14,331.9000,336.8200,329.8100,336.7700,12250799
2021-06-15,336.9900,339.9200,335.0300,336.7500,15795226
2021-06-16,336.6950,337.5500,328.7200,331.0800,17031281
2021-06-17,330.4900,337.9800,330.1500,336.5100,17794080
2021-06-18,334.5300,336.1500,329.0000,329.6600,23039457
2021-06-21,331.0900,332.9200,327.6500,332.2900,11337522
2021-06-22,332.6850,339.9200,332.6000,339.0300,15345299
2021-06-23,339.3500,343.4199,338.2000,340.5900,14817824
2021-06-24,341.8500,344.9000,341.7900,343.1800,12329096
2021-06-25,342.5900,344.1200,339.6800,341.3700,14594444
2021-06-28,342.4600,358.1400,341.7700,355.6400,29156132
2021-06-29,356.2700,356.7400,349.0500,351.8900,21417305
2021-06-30,352.1650,352.9200,347.1700,347.7100,15107514
2021-07-01,346.8200,354.6699,346.5000,354.3900,17137021
2021-07-02,355.1000,356.4400,352.6200,354.7000,11524614
2021-07-06,356.5000,358.7900,349.1800,352.7800,13488455
2021-07-07,355.2600,356.4900,350.0000,350.4900,14218866
2021-07-08,345.7300,348.3300,342.5600,345.6500,14406457
2021-07-09,345.3200,350.7100,345.2650,350.4200,13018694
2021-07-12,351.2300,354.1900,349.6400,353.1600,10018624
2021-07-13,351.5000,358.4900,348.8000,352.0900,11455963
2021-07-14,354.5600,355.2000,346.7300,347.6300,13894221
2021-07-15,349.2348,349.2348,340.2200,344.4600,14781594
2021-07-16,344.9100,345.9899,340.1400,341.1600,11026093
2021-07-19,337.5700,339.7900,334.5400,336.9500,14372345
2021-07-20,338.8000,343.4500,334.5000,341.6600,11024277
2021-07-21,341.5000,346.5200,341.2500,346.2300,9279657
2021-07-22,346.6800,351.5400,345.2100,351.1900,12385441
2021-07-23,360.9100,375.3300,357.1900,369.7900,33694328
2021-07-26,369.5800,374.4400,368.2200,372.4600,14925222
2021-07-27,371.9100,373.1500,364.5500,367.8100,15705447
2021-07-28,374.5600,377.5499,366.9300,373.2800,29676910
2021-07-29,361.0000,365.5200,356.7400,358.3200,32210926
2021-07-30,354.0000,360.7300,352.9400,356.3000,15976179
2021-08-02,358.1000,359.4000,350.7400,351.9500,13180439
2021-08-03,352.7300,353.7699,347.7000,351.2400,12406054
2021-08-04,352.4200,360.4800,351.5100,358.9200,14180572
2021-08-05,359.6400,363.9000,356.9000,362.9700,10247207
2021-08-06,361.4000,365.1500,361.3950,363.5100,8925017
2021-08-09,363.7623,365.7750,360.7500,361.6100,7798872
2021-08-10,361.8250,364.1000,359.0435,361.1300,7469878
2021-08-11,362.1000,362.3600,357.8100,359.9600,8400332
2021-08-12,358.4500,363.0000,357.1100,362.6500,7175206
2021-08-13,362.9700,364.6607,361.4800,363.1800,7184414
2021-08-16,362.5200,366.9500,357.3800,366.5600,11232269
2021-08-17,362.9800,364.6700,355.0700,358.4500,12328737
2021-08-18,356.2500,359.8600,355.1500,355.4500,10042381
2021-08-19,351.3450,357.5700,351.0000,355.1200,12004535
2021-08-20,354.6000,359.9898,353.3100,359.3700,8697667
2021-08-23,359.4400,365.6900,359.1000,363.3500,10942007
2021-08-24,363.6600,367.9559,361.8400,365.5100,9235148
2021-08-25,365.6000,370.8600,365.4000,368.3900,9684519
2021-08-26,368.3750,369.4400,364.1300,364.3800,7888683
2021-08-27,365.1000,373.7400,364.0800,372.6300,11219142
2021-08-30,372.5600,381.4900,370.5200,380.6600,13547261
2021-08-31,379.9500,382.7590,378.8000,379.3800,12345350
2021-09-01,379.5900,384.3300,378.8100,382.0500,11567163
2021-09-02,381.5000,381.7500,374.0600,375.2800,14838274
2021-09-03,374.7500,377.1600,373.1100,376.2600,7511356
2021-09-07,375.8800,382.9600,373.1500,382.1800,10798920
2021-09-08,380.1600,380.8700,374.7900,377.5700,11067166
2021-09-09,377.6400,379.8300,376.5650,378.0000,9098941
2021-09-10,381.3610,383.7900,378.2600,378.6900,11549595
2021-09-13,381.6800,381.7500,374.3451,376.5100,13026275
2021-09-14,377.4000,378.5900,375.1100,376.5300,8711569
